ticker,price,exchange,currency
CEIX,69.20,NYSE,
ARLP,18.17,NASDAQ,
HELE,97.04,NASDAQ,
CORT,22.46,NASDAQ,
BLMN,27.01,NASDAQ,
ENVX,14.42,NASDAQ,
TDW,47.84,NYSE,
NHI,53.01,NYSE,
PSMT,75.90,NASDAQ,
NAVI,18.05,NASDAQ,
ATRC,48.78,NASDAQ,
SFNC,17.85,NASDAQ,
KW,16.33,NYSE,
ICFI,124.33,NASDAQ,
WSFS,36.58,NASDAQ,
MGRC,92.71,NASDAQ,
GSHD,60.28,NASDAQ,
AEO,11.65,NYSE,
DFH,25.75,NYSE,
ALGT,123.74,NASDAQ,
KMT,28.63,NYSE,
EQC,20.75,NYSE,
GBDC,13.37,NASDAQ,
XRX,14.51,NASDAQ,
AGTI,16.68,NYSE,
HEP,18.24,NYSE,
SIX,27.88,NYSE,
LZ,12.21,NASDAQ,
CALM,45.04,NASDAQ,
MTRN,109.70,NYSE,
FCPT,25.53,NYSE,
DOOR,100.71,NYSE,
CCS,71.13,NYSE,
SJW,71.76,NYSE,
SKT,21.29,NYSE,
MGPI,103.95,NASDAQ,
EBC,12.31,NASDAQ,
CPK,125.61,NYSE,
GDRX,5.57,NASDAQ,
DBRG,13.28,NYSE,
DICE,46.59,NASDAQ,
NEO,8.49,TSE,
MYRG,136.55,NASDAQ,
MRCY,38.10,NASDAQ,
MHO,80.84,NYSE,
GFF,38.33,NYSE,
HRMY,37.40,NASDAQ,
ALG,184.00,NYSE,
EPC,43.26,NYSE,
AVDX,10.20,NASDAQ,
VKTX,21.46,NASDAQ,
XPEL,82.82,NASDAQ,
GOGO,17.31,NASDAQ,
VCTR,31.72,NASDAQ,
ARCH,119.11,NYSE,
INDB,47.58,NASDAQ,
EE,20.42,NYSE,
FSLY,16.05,NYSE,
RDNT,32.31,NASDAQ,
NUVA,40.77,NASDAQ,
NTCT,29.80,NASDAQ,
NOVA,18.62,NYSE,
LUMN,1.94,NYSE,
FUN,41.46,NYSE,
MRTX,37.78,NASDAQ,
EVCM,11.24,NASDAQ,
AMK,28.53,NYSE,
AUB,27.70,NYSE,
SCL,93.55,NYSE,
BATRK,39.41,NASDAQ,
NMIH,25.24,NASDAQ,
ULCC,9.45,NASDAQ,
FULT,12.61,NASDAQ,
PRMW,17.30,TSE,
FA,14.05,NASDAQ,
HTGC,14.45,NYSE,
FFBC,21.36,NASDAQ,
CBRL,93.69,NASDAQ,
IIPR,74.05,NYSE,
ARCB,87.47,NASDAQ,
CPE,34.42,NYSE,
B,41.39,NYSE,
HLIO,63.72,NYSE,
SONO,15.85,NASDAQ,
GETY,5.13,NYSE,
PPBI,20.86,NASDAQ,
MSGE,34.84,NYSE,
OSIS,122.61,NASDAQ,
PD,61.38,TSE,
HLIT,39.59,TSE,
SHO,9.80,NYSE,
HTH,30.79,NYSE,
EYE,25.23,NASDAQ,
ACDC,12.21,NASDAQ,
PIPR,133.06,NYSE,
RIOT,11.68,NASDAQ,
CNK,16.42,NYSE,
NEX,8.84,NYSE,
CVBF,13.79,NASDAQ,
OPEN,3.12,NASDAQ,
CENT,38.45,NASDAQ,
COUR,13.10,NYSE,
BOWL,11.78,NYSE,
CTRE,19.45,NYSE,
VGR,12.92,NYSE,
USAC,20.11,NYSE,
HCC,38.42,NYSE,
MARA,12.21,NASDAQ,
WGO,63.36,NYSE,
TROX,12.35,NYSE,
FSR,5.46,NYSE,
SLRN,20.05,NASDAQ,
SBCF,22.43,NASDAQ,
ESRT,6.95,NYSE,
GPOR,107.88,NYSE,
OSCR,8.69,NYSE,
VTYX,33.41,NASDAQ,
MYGN,22.84,NASDAQ,
COHU,40.22,NASDAQ,
AIR,57.27,NYSE,
TRN,23.93,NYSE,
CWK,8.41,NYSE,
ESTE,13.61,NYSE,
VCYT,25.86,NASDAQ,
THRM,57.39,NASDAQ,
NS,17.13,NYSE,
PCRX,40.31,NASDAQ,
ZETA,8.50,NYSE,
JACK,92.36,NASDAQ,
SOVO,18.47,NASDAQ,
NGVT,52.92,NYSE,
GPRE,30.33,NASDAQ,
IONQ,9.22,NYSE,
MIR,8.26,NYSE,
TBBK,33.69,NASDAQ,
WAFD,27.48,NASDAQ,
INSW,38.21,NYSE,
IOVA,8.24,NASDAQ,
SPWR,10.52,NASDAQ,
UE,14.85,NYSE,
SNEX,87.88,NASDAQ,
SLVM,42.37,NYSE,
TOWN,24.30,NASDAQ,
LAUR,12.16,NASDAQ,
MTX,56.34,NYSE,
SUPN,33.16,NASDAQ,
SAVE,16.75,NYSE,
BGCP,4.48,NASDAQ,
MGNI,13.10,NASDAQ,
RCKT,21.79,NASDAQ,
BOH,44.48,NYSE,
ANF,36.90,NYSE,
STRA,72.94,NASDAQ,
WLY,32.76,NYSE,
PLAY,42.13,NASDAQ,
CRSR,17.26,NASDAQ,
ROCK,58.97,NASDAQ,
OII,18.11,NYSE,
GVA,40.38,NYSE,
HLMN,9.00,NASDAQ,
ROAD,34.18,NASDAQ,
KNTK,34.03,NYSE,
AESI,17.53,NYSE,
NVEE,111.09,NASDAQ,
RAMP,27.59,NYSE,
TNDM,26.91,NASDAQ,
WMK,64.63,NYSE,
KTOS,15.49,NASDAQ,
PAYO,4.78,NASDAQ,
LILA,8.25,NASDAQ,
SKYW,39.64,NASDAQ,
HIMS,8.42,NYSE,
CAKE,33.88,NASDAQ,
XPRO,16.34,NYSE,
CLDX,36.95,NASDAQ,
SSTK,48.33,NYSE,
AGYS,68.07,NASDAQ,
PATK,77.42,NASDAQ,
RXRX,8.59,NASDAQ,
LESL,9.49,NASDAQ,
TALO,13.89,NYSE,
BKE,35.12,NYSE,
CTOS,6.92,NYSE,
QTWO,29.15,NYSE,
GTY,33.48,NYSE,
PHR,19.12,TSE,
MCY,31.26,NYSE,
MRTN,21.02,NASDAQ,
UCTT,37.19,NASDAQ,
FORG,19.56,NYSE,
SPCE,5.71,NYSE,
ZNTL,29.66,NASDAQ,
VRE,28.27,TSE,
PDFS,44.70,NASDAQ,
KAR,15.41,NYSE,
ROIC,13.28,NASDAQ,
VRTV,126.10,NYSE,
JBGS,14.93,NYSE,
LRN,38.37,NYSE,
BKU,22.41,NYSE,
ATGE,37.02,NYSE,
FRME,28.12,NASDAQ,
SWTX,26.23,NASDAQ,
SLG,26.00,NYSE,
SWI,10.02,NYSE,
IRWD,10.83,NASDAQ,
USPH,114.66,NYSE,
PGTI,28.90,NYSE,
ATMU,20.73,NYSE,
DRH,7.85,NYSE,
DVAX,12.88,NASDAQ,
SXI,2.00,TSE,
HBI,4.68,NYSE,
MLNK,20.60,NYSE,
AMLX,25.09,NASDAQ,
TTEC,34.25,NASDAQ,
HEES,44.95,NASDAQ,
ANGI,3.25,NASDAQ,
BROS,27.65,NYSE,
ENVA,52.71,NYSE,
KN,17.95,NYSE,
NUS,32.80,NYSE,
FGEN,17.01,NASDAQ,
BHVN,22.94,NYSE,
ETWO,5.21,NYSE,
RNST,28.59,NASDAQ,
TSLX,18.66,NYSE,
SAH,45.88,NYSE,
EAT,36.09,NYSE,
STRL,51.81,NASDAQ,
ZIP,16.02,NYSE,
MOD,31.70,NYSE,
ODP,40.89,NASDAQ,
CSGS,52.32,NASDAQ,
VCEL,34.67,NASDAQ,
HURN,83.81,NASDAQ,
GERN,3.22,NASDAQ,
RLJ,9.97,NYSE,
ACLX,33.08,NASDAQ,
IMKTA,83.88,NASDAQ,
VSTO,27.66,NYSE,
ARI,11.31,NYSE,
AROC,10.21,NYSE,
TMCI,25.56,NASDAQ,
XNCR,25.84,NASDAQ,
PEB,12.82,NYSE,
BANR,45.26,NASDAQ,
PRIM,30.11,NYSE,
PRCT,35.13,NASDAQ,
EPAC,27.21,NYSE,
CMTG,11.39,NYSE,
COCO,27.51,NASDAQ,
ARVN,27.30,NASDAQ,
BRP,24.13,NASDAQ,
IBTX,36.59,NASDAQ,
OXM,100.62,NYSE,
WSBC,25.62,NASDAQ,
ERII,27.57,NASDAQ,
AGM,144.61,NYSE,
ZUO,11.16,NYSE,
EFSC,40.75,NASDAQ,
YEXT,11.92,NYSE,
PTGX,27.51,NASDAQ,
UDMY,10.12,NASDAQ,
PRG,32.60,NYSE,
DK,23.74,NYSE,
FNA,17.68,NYSE,
NWN,42.24,NYSE,
CNNE,19.55,NYSE,
VRTS,204.55,NASDAQ,
PLUS,55.95,NASDAQ,
BFH,30.14,NYSE,
ANDE,44.97,NASDAQ,
SAFE,23.22,NYSE,
PLAB,24.51,NASDAQ,
LMAT,67.58,NASDAQ,
RES,7.12,NYSE,
TNC,81.62,NYSE,
HPK,13.21,NASDAQ,
AKR,14.08,NYSE,
AMEH,31.08,NASDAQ,
AAT,19.10,NYSE,
RADI,14.87,NASDAQ,
PRME,15.06,NASDAQ,
UFPT,192.91,NASDAQ,
SNDX,21.82,NASDAQ,
RLAY,12.07,NASDAQ,
AGIO,26.98,NASDAQ,
ALKT,15.84,NASDAQ,
MSEX,81.69,NASDAQ,
ADUS,91.37,NASDAQ,
COMP,3.18,NYSE,
PLMR,56.70,NASDAQ,
NBTB,33.29,NASDAQ,
ETNB,19.02,NASDAQ,
VSCO,18.30,NYSE,
PARR,24.78,NYSE,
CHCO,94.34,NASDAQ,
SMTC,23.98,NASDAQ,
NMRK,6.12,NASDAQ,
OMI,19.23,NYSE,
SVC,8.60,NASDAQ,
NWBI,11.00,NASDAQ,
CMP,34.98,NYSE,
SEAT,7.34,NASDAQ,
JBI,9.64,NYSE,
SATS,17.00,NASDAQ,
IDYA,25.31,NASDAQ,
VVX,46.32,NYSE,
EMBC,24.61,NASDAQ,
LNN,130.68,NYSE,
TTMI,13.74,NASDAQ,
NWLI,380.05,NASDAQ,
TH,1.20,TSE,
KRP,15.05,NYSE,
FCF,13.37,NYSE,
LTC,33.22,NYSE,
KYMR,24.64,NASDAQ,
CRNC,33.24,NASDAQ,
JELD,16.55,NYSE,
AHCO,10.39,NASDAQ,
IRBT,49.53,NASDAQ,
CTS,3.25,TSE,
RCUS,18.91,NYSE,
XHR,12.19,NYSE,
ATSG,19.13,NASDAQ,
PAY,5.30,TSE,
LKFN,52.64,NASDAQ,
SYBT,46.07,NASDAQ,
ELME,15.85,NYSE,
VZIO,6.87,NYSE,
FBK,29.08,NYSE,
BCRX,7.10,NASDAQ,
WRBY,11.75,NYSE,
HPP,4.75,NYSE,
REPL,23.48,NASDAQ,
PLYA,9.07,NASDAQ,
USM,15.84,NYSE,
NSSC,36.30,NASDAQ,
DGII,39.06,NASDAQ,
PRO,28.81,NYSE,
RYI,40.83,NYSE,
ALEX,18.25,NYSE,
MCRI,70.86,NASDAQ,
MEI,37.52,NYSE,
SBH,12.36,NYSE,
LADR,10.73,NYSE,
TRMK,22.10,NASDAQ,
FBNC,32.40,NASDAQ,
XPOF,26.85,NYSE,
PX,11.54,NYSE,
TFIN,60.94,NASDAQ,
CPRX,13.25,NASDAQ,
TWO,13.94,NYSE,
GCMG,7.12,NASDAQ,
LGND,76.86,NASDAQ,
PFS,17.10,NYSE,
UTZ,16.39,NYSE,
DFIN,44.69,NYSE,
EVRI,14.66,NYSE,
SGH,26.56,NASDAQ,
FIGS,7.58,NYSE,
MODN,33.73,NYSE,
PLRX,21.60,NASDAQ,
SCHL,39.36,NASDAQ,
PTVE,7.53,NASDAQ,
INDI,8.86,NASDAQ,
VECO,24.89,NASDAQ,
PCT,9.85,NASDAQ,
TA,12.70,TSE,
TVTX,16.89,NASDAQ,
STEL,24.13,NYSE,
CASH,50.15,TSE,
CHEF,33.13,NASDAQ,
EAF,4.95,NYSE,
NEXT,1.98,TSE,
CIM,5.66,NYSE,
WNC,27.60,NYSE,
CLMT,18.55,TSE,
HTLF,29.75,NASDAQ,
MPLN,1.99,NYSE,
ARHS,9.13,NASDAQ,
CARS,27.79,TSE,
SEMR,8.72,NYSE,
OPK,1.63,NASDAQ,
EVGO,4.04,NASDAQ,
MDRX,11.69,NASDAQ,
SILK,33.57,NASDAQ,
HTLD,16.05,NASDAQ,
AMPL,10.84,NASDAQ,
OFG,26.19,NYSE,
OEC,20.85,NYSE,
LMND,17.25,NYSE,
DDD,9.41,NYSE,
MATW,41.07,NASDAQ,
MEG,20.69,TSE,
MNRO,39.94,NASDAQ,
ASTS,6.29,NASDAQ,
LPRO,10.34,NASDAQ,
GDEN,43.24,NASDAQ,
KFRC,61.11,NASDAQ,
IBRX,2.85,NASDAQ,
HNI,27.16,NYSE,
UVV,51.24,NYSE,
WINA,359.44,NASDAQ,
MMI,31.77,NYSE,
DO,12.48,NYSE,
ECVT,10.61,NYSE,
UPWK,9.11,NASDAQ,
CWH,28.70,NYSE,
VERV,18.99,NASDAQ,
GPCR,32.22,NASDAQ,
TCBK,35.50,NASDAQ,
RILY,42.56,NASDAQ,
HLF,13.86,TSE,
BFS,35.85,NYSE,
HMN,29.63,NYSE,
AIV,8.08,NYSE,
STER,12.40,NASDAQ,
OPAL,6.98,NASDAQ,
NBHC,31.47,NYSE,
AMWD,71.88,NASDAQ,
UNFI,20.39,NYSE,
CTIC,9.10,NASDAQ,
DAWN,13.53,NASDAQ,
SG,10.70,NYSE,
AVNS,25.61,NYSE,
MBUU,58.19,NASDAQ,
DSGR,52.94,NASDAQ,
CNXN,45.86,NASDAQ,
ECPG,51.07,NASDAQ,
ADPT,7.83,NASDAQ,
STC,5.26,TSE,
SANA,5.86,NASDAQ,
INBX,26.85,NASDAQ,
LZB,27.20,NYSE,
GEL,9.75,NYSE,
DH,9.77,NASDAQ,
RDFN,10.15,NASDAQ,
USNA,60.41,NYSE,
CMCO,41.29,NASDAQ,
RVLV,15.58,NYSE,
KROS,39.69,NASDAQ,
AVPT,6.01,NASDAQ,
MD,13.92,NYSE,
ALHC,6.11,NASDAQ,
SKIN,7.98,NASDAQ,
PMT,0.49,TSE,
MFA,11.38,NYSE,
CHGG,9.52,NYSE,
OLO,6.88,NYSE,
ATUS,2.30,NYSE,
DCPH,14.91,NASDAQ,
PTLO,20.72,NASDAQ,
MBIN,25.77,NASDAQ,
BUSE,20.37,NASDAQ,
LOB,24.99,NYSE,
TASK,11.32,NASDAQ,
CTKB,8.27,NASDAQ,
KALU,71.06,NASDAQ,
SNCY,19.67,NASDAQ,
ATEN,15.08,NYSE,
RYTM,18.47,NASDAQ,
STBA,28.21,NASDAQ,
GNL,10.11,NYSE,
AEHR,39.86,NASDAQ,
BRCC,5.34,NYSE,
KYN,8.18,NYSE,
DMLP,29.51,NASDAQ,
SIBN,28.26,NASDAQ,
INFN,4.70,NASDAQ,
FLGT,36.44,NASDAQ,
SABR,3.18,NASDAQ,
NRC,44.86,NASDAQ,
WWW,14.09,NYSE,
TRS,25.97,NASDAQ,
TRUP,21.81,NASDAQ,
WABC,40.57,NASDAQ,
SASR,24.20,NASDAQ,
EVBG,26.53,NASDAQ,
SRCE,43.40,NASDAQ,
XMTR,22.41,NASDAQ,
KIND,2.89,NYSE,
GES,20.50,NYSE,
LC,9.77,NYSE,
MLKN,14.19,NASDAQ,
HAIN,12.25,NASDAQ,
VRDN,27.04,NASDAQ,
CRNX,19.70,NASDAQ,
KIDS,45.59,NASDAQ,
MIRM,28.60,NASDAQ,
SCLX,7.02,NASDAQ,
ICHR,36.37,NASDAQ,
AHH,11.91,NYSE,
OFLX,105.40,NASDAQ,
SAFT,71.13,NASDAQ,
GRND,5.96,NYSE,
OM,21.70,NASDAQ,
DNOW,10.10,NYSE,
CXW,9.50,NYSE,
NIC,70.44,NYSE,
MNKD,4.15,NASDAQ,
ANIP,52.12,NASDAQ,
IESC,53.48,NASDAQ,
VBTX,19.01,NASDAQ,
NXGN,15.96,NASDAQ,
HCSG,14.41,NASDAQ,
UNIT,4.41,NASDAQ,
IRON,53.34,NASDAQ,
BLFS,23.54,NASDAQ,
AVID,23.99,NASDAQ,
HOPE,8.54,NASDAQ,
TWST,17.84,NASDAQ,
COMM,27.11,TSE,
GIC,27.32,NYSE,
SAVA,25.21,NASDAQ,
FOR,20.66,NYSE,
HWKN,49.32,NASDAQ,
GLP,30.33,NYSE,
HLX,6.97,NYSE,
WT,7.00,NYSE,
PGRE,4.40,NYSE,
COGT,12.05,NASDAQ,
GDOT,18.70,NYSE,
ARR,8.83,TSE,
WALD,9.46,NASDAQ,
EIG,37.46,NYSE,
GBX,32.15,NYSE,
AMSF,52.87,NASDAQ,
FRG,28.84,NASDAQ,
ATRI,571.01,NASDAQ,
KRO,9.02,NYSE,
CDMO,15.57,NASDAQ,
PNT,10.02,NASDAQ,
BGS,14.11,NYSE,
CET,0.61,TSE,
ASTE,44.28,NASDAQ,
SHEN,19.71,NASDAQ,
AZZ,40.52,NYSE,
ACCD,13.17,NASDAQ,
PAR,36.45,NYSE,
FCEL,2.33,NASDAQ,
PLYM,22.50,NYSE,
UMH,16.06,NYSE,
MNTK,7.13,NASDAQ,
CSR,61.10,NYSE,
LPG,24.83,NYSE,
PUBM,18.38,NASDAQ,
RTL,6.60,NASDAQ,
CDE,2.92,NYSE,
BHLB,21.65,NYSE,
ACHR,3.71,NYSE,
KRUS,88.96,NASDAQ,
CYRX,20.01,NASDAQ,
CIR,47.93,NYSE,
ASIX,35.48,NYSE,
DCGO,9.82,NASDAQ,
TTGT,31.85,NASDAQ,
CCRN,26.43,NASDAQ,
CLNE,4.48,NASDAQ,
OCFC,16.06,NASDAQ,
PEBO,27.11,NASDAQ,
FWRG,16.04,NASDAQ,
APOG,43.58,NASDAQ,
INNV,7.07,NASDAQ,
ARKO,7.82,NASDAQ,
SKWD,25.71,NASDAQ,
NKLA,1.44,NASDAQ,
SPLP,43.50,NYSE,
LBAI,14.07,NASDAQ,
AXL,8.20,NYSE,
PRM,14.99,TSE,
SPH,14.80,NYSE,
NVRO,25.49,NYSE,
PRAA,24.23,NASDAQ,
SLP,47.77,NASDAQ,
OSTK,21.18,NASDAQ,
PRLB,34.91,NYSE,
GEO,3.08,TSE,
DIN,59.64,NYSE,
VREX,23.04,NASDAQ,
SLCA,11.98,NYSE,
PACW,7.64,NASDAQ,
GIII,20.19,NASDAQ,
BHE,25.63,NYSE,
RGR,52.13,NYSE,
CUBI,28.92,NYSE,
ROVR,4.90,NASDAQ,
LWLG,7.21,NASDAQ,
GNLX,38.00,NASDAQ,
BSIG,21.29,NYSE,
MED,84.93,NYSE,
AMRX,2.94,NYSE,
BFC,86.75,NASDAQ,
STEM,5.76,NYSE,
HY,53.85,NYSE,
MTTR,2.98,NASDAQ,
PUMP,7.86,NYSE,
IMXI,24.44,NASDAQ,
THRY,26.01,NASDAQ,
APPS,8.53,NASDAQ,
EQRX,1.84,NASDAQ,
RPT,9.79,NYSE,
CHCT,33.03,NYSE,
APLD,9.12,NASDAQ,
HCCI,36.78,NASDAQ,
CAL,25.04,NYSE,
QTRX,23.27,NASDAQ,
AVTA,22.79,NASDAQ,
RXST,26.11,NASDAQ,
RGNX,19.33,NASDAQ,
SCHN,32.30,NASDAQ,
ARIS,3.09,TSE,
NX,26.36,NYSE,
FDMT,19.01,NASDAQ,
EVA,11.54,NYSE,
RBCAA,44.28,NASDAQ,
MATV,15.56,NYSE,
ARLO,9.26,NYSE,
WEST,11.25,NASDAQ,
CFFN,6.32,NASDAQ,
PL,3.17,NYSE,
EB,8.67,NYSE,
SOUN,3.77,NASDAQ,
TBLA,2.89,NASDAQ,
ADMA,3.95,NASDAQ,
WTTR,7.95,NYSE,
BCSF,13.47,NYSE,
PRTC,29.70,NASDAQ,
OXLC,4.85,NASDAQ,
AOSL,30.61,NASDAQ,
AMPS,5.16,NYSE,
UTL,53.99,NYSE,
PDM,6.95,NYSE,
TMST,19.89,NYSE,
AMRK,38.00,NASDAQ,
GABC,28.37,NASDAQ,
CENX,9.45,NASDAQ,
AVO,12.07,NASDAQ,
TDS,7.36,NYSE,
FBMS,27.28,NASDAQ,
PRDO,12.53,NASDAQ,
SCS,7.24,NYSE,
INVA,12.89,NASDAQ,
MRC,103.06,TSE,
ACEL,10.05,NYSE,
SBSI,26.69,NASDAQ,
BBDC,7.76,NYSE,
BXC,90.69,NYSE,
ARDX,3.88,NASDAQ,
ADTN,10.29,NASDAQ,
SBGI,12.85,NASDAQ,
HRT,10.65,NYSE,
PLPC,166.33,NASDAQ,
RNA,11.80,NASDAQ,
UBP,20.41,NYSE,
CBAY,8.42,NASDAQ,
UBA,20.52,NYSE,
BRKL,9.12,NASDAQ,
NRDS,10.42,NASDAQ,
KURA,10.72,NASDAQ,
PFBC,55.51,NASDAQ,
COLL,23.64,NASDAQ,
PRA,25.85,TSE,
SMP,37.21,NYSE,
DRQ,23.02,NYSE,
TGI,12.36,NYSE,
AMPX,9.03,NYSE,
BYND,12.42,NASDAQ,
WRLD,135.24,NASDAQ,
SLRC,14.29,NASDAQ,
VTLE,44.03,NYSE,
MVIS,4.27,NASDAQ,
CDRE,20.54,NYSE,
ME,1.13,TSE,
REVG,12.93,NYSE,
SHYF,22.44,NASDAQ,
ASLE,15.02,NASDAQ,
AC,23.58,TSE,
WLKP,21.77,NYSE,
BDN,4.38,NYSE,
CANO,1.41,NYSE,
BELFB,59.56,NASDAQ,
HSTM,24.28,NASDAQ,
IIIV,22.49,NASDAQ,
BKD,4.01,NYSE,
LXU,10.04,NYSE,
ACRS,10.64,NASDAQ,
CAPL,19.56,NYSE,
CGBD,14.78,NASDAQ,
ULH,28.43,NASDAQ,
LYEL,3.19,NASDAQ,
SP,37.77,NASDAQ,
SPTN,21.71,NASDAQ,
SCSC,29.56,NASDAQ,
CIFR,2.96,NASDAQ,
VTOL,27.79,NYSE,
PWP,8.42,NASDAQ,
DLX,16.78,NYSE,
MYE,19.61,NYSE,
TWI,11.88,NYSE,
GHLD,12.32,NYSE,
RWT,6.48,NYSE,
CLFD,46.51,NASDAQ,
RICK,76.99,NASDAQ,
GRC,0.11,TSE,
CNDT,3.30,NASDAQ,
RAPT,21.18,NASDAQ,
MLAB,131.67,NASDAQ,
CHUY,40.63,NASDAQ,
GDYN,9.32,NASDAQ,
OFIX,19.67,NASDAQ,
BZH,23.18,NYSE,
BJRI,31.03,NASDAQ,
EBIX,22.55,NASDAQ,
QCRH,42.04,NASDAQ,
ETD,28.03,NYSE,
CRAI,103.00,NASDAQ,
ADV,2.20,NASDAQ,
BY,18.54,NYSE,
SES,6.18,TSE,
BASE,25.55,TSE,
ACMR,11.80,NASDAQ,
KOP,33.78,NYSE,
PHAT,12.80,NASDAQ,
BANC,11.98,NYSE,
LASR,15.71,NASDAQ,
POWL,60.47,NASDAQ,
ALLO,4.71,NASDAQ,
DCOM,17.82,NASDAQ,
EGBN,22.27,NASDAQ,
RPAY,7.44,NASDAQ,
SMRT,3.46,NYSE,
HCAT,11.82,NASDAQ,
PLOW,29.93,NYSE,
GTN,7.19,NYSE,
ARCT,25.01,NASDAQ,
VSEC,53.69,NASDAQ,
SSP,8.30,NASDAQ,
PSFE,11.19,NYSE,
BIGC,9.06,NASDAQ,
HZO,30.70,NYSE,
MCRB,5.72,NASDAQ,
VMEO,4.18,NASDAQ,
ENFN,9.03,NYSE,
BLBD,21.81,NASDAQ,
BALY,14.36,NYSE,
TRNS,90.21,NASDAQ,
DENN,12.04,NASDAQ,
AVXL,8.52,NASDAQ,
RSI,5.88,TSE,
DX,12.54,NYSE,
CTBI,36.96,NASDAQ,
DM,2.05,NYSE,
SXC,8.08,NYSE,
KAMN,24.17,NYSE,
KE,26.71,NASDAQ,
SNPO,9.00,NASDAQ,
INN,6.23,NYSE,
VERA,15.62,NASDAQ,
TERN,11.86,NASDAQ,
IDT,26.08,NYSE,
CNOB,16.97,NASDAQ,
GMRE,9.40,NYSE,
UHT,47.12,NYSE,
AORT,16.03,NYSE,
BV,7.06,NYSE,
MODV,46.39,NASDAQ,
WOW,7.54,NYSE,
HLVX,16.67,NASDAQ,
VTS,22.51,NYSE,
MLYS,16.42,NASDAQ,
AGEN,1.84,NASDAQ,
HOUS,5.95,NYSE,
DCO,45.29,NYSE,
LDI,2.05,NYSE,
AMTB,18.92,NASDAQ,
GPRO,4.19,NASDAQ,
NVAX,7.44,NASDAQ,
FPI,11.75,NYSE,
KELYA,17.56,NASDAQ,
TXO,21.50,NYSE,
HAYN,50.01,NASDAQ,
CCSI,30.51,NASDAQ,
CHS,5.28,NYSE,
EGLE,46.34,NYSE,
DXPE,36.30,NASDAQ,
AMBC,14.06,NYSE,
TITN,28.84,NASDAQ,
EXFY,8.17,NASDAQ,
GSBC,52.29,NASDAQ,
PBI,32.35,TSE,
AMOT,39.22,NASDAQ,
AMWL,2.17,NYSE,
MTW,17.80,NYSE,
ATEX,31.91,NASDAQ,
ALDX,7.72,NASDAQ,
CCO,41.27,TSE,
YORW,43.68,NASDAQ,
ECC,10.20,NYSE,
ATNI,38.41,NASDAQ,
FNKO,11.84,NASDAQ,
OSPN,15.31,NASDAQ,
EHAB,12.09,NYSE,
SCWX,6.79,NASDAQ,
STOK,13.50,NASDAQ,
VYGR,12.64,NASDAQ,
ALEC,7.21,NASDAQ,
HBT,18.65,NASDAQ,
JOUT,60.00,NASDAQ,
GNK,14.30,NYSE,
SHCR,1.66,NASDAQ,
NNDM,2.33,NASDAQ,
OSBC,13.53,NASDAQ,
TRTX,7.88,NYSE,
IIIN,31.88,NYSE,
IRMD,47.61,NASDAQ,
SBOW,27.09,NYSE,
BOC,19.05,NYSE,
CRMT,94.21,NASDAQ,
MYPS,4.74,NASDAQ,
ORGN,4.17,NASDAQ,
SCVL,22.78,NASDAQ,
BBSI,88.51,NASDAQ,
ATRO,19.61,NASDAQ,
LAND,16.30,NASDAQ,
DBI,9.28,NYSE,
HFWA,16.54,NASDAQ,
HCKT,21.97,NASDAQ,
FORR,30.57,NASDAQ,
MOV,27.05,NYSE,
CION,10.56,NYSE,
PFC,16.19,NASDAQ,
FUBO,1.97,NYSE,
LQDA,9.41,NASDAQ,
REX,33.04,NYSE,
BH,194.06,NYSE,
CEVA,23.93,NASDAQ,
SMR,8.08,NYSE,
ARQT,9.66,NASDAQ,
BTAI,19.06,NASDAQ,
MAX,9.50,NYSE,
TCMD,24.63,NASDAQ,
LXRX,2.30,NASDAQ,
FATE,5.79,NASDAQ,
WTI,3.93,NYSE,
EDIT,8.02,NASDAQ,
TRST,29.61,NASDAQ,
BW,6.63,NYSE,
ALPN,11.85,NASDAQ,
HROW,19.37,NASDAQ,
BVH,34.43,NYSE,
UFCS,22.51,NASDAQ,
CYH,18.96,TSE,
UVSP,18.98,NASDAQ,
WEAV,8.75,NYSE,
PAHC,13.48,NASDAQ,
CASS,41.07,NASDAQ,
ATLC,40.08,NASDAQ,
NAUT,4.42,NASDAQ,
DMRC,28.09,NASDAQ,
MPX,16.33,NYSE,
CVGW,32.17,NASDAQ,
RMAX,17.83,NYSE,
ACRE,10.25,NYSE,
CTLP,7.63,NASDAQ,
FRPH,56.87,NASDAQ,
ZURA,11.62,NASDAQ,
LIND,10.59,NASDAQ,
XPER,12.85,NYSE,
TBI,17.79,NYSE,
NPK,2.10,TSE,
CCBG,31.88,NASDAQ,
RGP,16.14,NASDAQ,
DOMO,14.74,NASDAQ,
AGX,40.85,NYSE,
SWBI,11.70,NASDAQ,
BRY,0.39,TSE,
NGL,4.05,NYSE,
ONEW,34.23,NASDAQ,
HSII,26.57,NASDAQ,
WW,6.39,NASDAQ,
VITL,13.00,NASDAQ,
ALTG,16.24,NYSE,
HOV,99.33,NYSE,
ASPN,7.50,NYSE,
CLW,30.45,NYSE,
PGC,28.24,NASDAQ,
DHIL,174.70,NASDAQ,
FMBH,25.12,NASDAQ,
NFBK,11.17,NASDAQ,
ZEUS,46.45,NASDAQ,
MRNS,10.37,NASDAQ,
JANX,12.00,NASDAQ,
CVLG,40.24,NASDAQ,
LUNG,13.17,NASDAQ,
MCFT,29.74,NASDAQ,
